Geography,Financial Year,Budget Phase,Class,Service Name,Total
FS162,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,253.45
FS162,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,278.8
FS162,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,278.8
FS162,2018/19,Original Budget,Affordable Range,Water: Basic levy,306.68
FS162,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,306.68
FS162,2019/20,Budget Year,Affordable Range,Water: Basic levy,325.08
FS162,2020/21,Budget Year,Affordable Range,Water: Basic levy,344.58
FS162,2021/22,Budget Year,Affordable Range,Water: Basic levy,365.26
FS162,2015/16,Audited Outcome,Affordable Range,Water: Consumption,
FS162,2016/17,Audited Outcome,Affordable Range,Water: Consumption,
FS162,2017/18,Audited Outcome,Affordable Range,Water: Consumption,
FS162,2018/19,Original Budget,Affordable Range,Water: Consumption,
FS162,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,
FS162,2019/20,Budget Year,Affordable Range,Water: Consumption,
FS162,2020/21,Budget Year,Affordable Range,Water: Consumption,
FS162,2021/22,Budget Year,Affordable Range,Water: Consumption,
FS162,2015/16,Audited Outcome,Affordable Range,Sanitation,88.08
FS162,2016/17,Audited Outcome,Affordable Range,Sanitation,96.88
FS162,2017/18,Audited Outcome,Affordable Range,Sanitation,96.88
FS162,2018/19,Original Budget,Affordable Range,Sanitation,106.57
FS162,2018/19,Adjusted Budget,Affordable Range,Sanitation,106.57
FS162,2019/20,Budget Year,Affordable Range,Sanitation,112.97
FS162,2020/21,Budget Year,Affordable Range,Sanitation,119.75
FS162,2021/22,Budget Year,Affordable Range,Sanitation,126.93
FS162,2015/16,Audited Outcome,Affordable Range,Refuse removal,64.06
FS162,2016/17,Audited Outcome,Affordable Range,Refuse removal,70.47
FS162,2017/18,Audited Outcome,Affordable Range,Refuse removal,70.47
FS162,2018/19,Original Budget,Affordable Range,Refuse removal,77.52
FS162,2018/19,Adjusted Budget,Affordable Range,Refuse removal,77.52
FS162,2019/20,Budget Year,Affordable Range,Refuse removal,82.17
FS162,2020/21,Budget Year,Affordable Range,Refuse removal,87.1
FS162,2021/22,Budget Year,Affordable Range,Refuse removal,92.32
FS162,2015/16,Audited Outcome,Affordable Range,Other,
FS162,2016/17,Audited Outcome,Affordable Range,Other,
FS162,2017/18,Audited Outcome,Affordable Range,Other,
FS162,2018/19,Original Budget,Affordable Range,Other,
FS162,2018/19,Adjusted Budget,Affordable Range,Other,
FS162,2019/20,Budget Year,Affordable Range,Other,
FS162,2020/21,Budget Year,Affordable Range,Other,
FS162,2021/22,Budget Year,Affordable Range,Other,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,26.62
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,29.28
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,80.0
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,88.0
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,253.45
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,278.8
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,88.08
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,96.88
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,64.06
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,70.47
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,
FS162,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
FS162,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
FS162,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
FS162,2018/19,Original Budget,Indigent HH receiving FBS,Other,
FS162,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
FS162,2019/20,Budget Year,Indigent HH receiving FBS,Other,
FS162,2020/21,Budget Year,Indigent HH receiving FBS,Other,
FS162,2021/22,Budget Year,Indigent HH receiving FBS,Other,
FS163,2015/16,Audited Outcome,Middle Income Range,Property rates,430.5
FS163,2016/17,Audited Outcome,Middle Income Range,Property rates,456.34
FS163,2017/18,Audited Outcome,Middle Income Range,Property rates,402.32
FS163,2018/19,Original Budget,Middle Income Range,Property rates,422.47
FS163,2018/19,Adjusted Budget,Middle Income Range,Property rates,422.47
FS163,2019/20,Budget Year,Middle Income Range,Property rates,443.59
FS163,2020/21,Budget Year,Middle Income Range,Property rates,470.21
FS163,2021/22,Budget Year,Middle Income Range,Property rates,498.42
FS163,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,
FS163,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,
FS163,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
FS163,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,
FS163,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,
FS163,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,
FS163,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,
FS163,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,
FS163,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,
FS163,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,
FS163,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,
FS163,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,
FS163,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,
FS163,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,
FS163,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,
FS163,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,
FS163,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,36.3
FS163,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,38.48
FS163,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,40.81
FS163,2018/19,Original Budget,Middle Income Range,Water: Basic levy,42.85
FS163,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,42.85
FS163,2019/20,Budget Year,Middle Income Range,Water: Basic levy,38.61
FS163,2020/21,Budget Year,Middle Income Range,Water: Basic levy,40.54
FS163,2021/22,Budget Year,Middle Income Range,Water: Basic levy,42.57
FS163,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,400.8
FS163,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,424.83
FS163,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,387.54
FS163,2018/19,Original Budget,Middle Income Range,Water: Consumption,406.92
FS163,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,406.92
FS163,2019/20,Budget Year,Middle Income Range,Water: Consumption,387.6
FS163,2020/21,Budget Year,Middle Income Range,Water: Consumption,406.98
FS163,2021/22,Budget Year,Middle Income Range,Water: Consumption,427.33
FS163,2015/16,Audited Outcome,Middle Income Range,Sanitation,98.8
FS163,2016/17,Audited Outcome,Middle Income Range,Sanitation,104.73
FS163,2017/18,Audited Outcome,Middle Income Range,Sanitation,93.39
FS163,2018/19,Original Budget,Middle Income Range,Sanitation,98.06
FS163,2018/19,Adjusted Budget,Middle Income Range,Sanitation,98.06
FS163,2019/20,Budget Year,Middle Income Range,Sanitation,105.04
FS163,2020/21,Budget Year,Middle Income Range,Sanitation,110.29
FS163,2021/22,Budget Year,Middle Income Range,Sanitation,115.81
FS163,2015/16,Audited Outcome,Middle Income Range,Refuse removal,56.4
FS163,2016/17,Audited Outcome,Middle Income Range,Refuse removal,59.78
FS163,2017/18,Audited Outcome,Middle Income Range,Refuse removal,63.39
FS163,2018/19,Original Budget,Middle Income Range,Refuse removal,66.56
FS163,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,66.56
FS163,2019/20,Budget Year,Middle Income Range,Refuse removal,59.97
FS163,2020/21,Budget Year,Middle Income Range,Refuse removal,62.97
FS163,2021/22,Budget Year,Middle Income Range,Refuse removal,66.12
FS163,2015/16,Audited Outcome,Middle Income Range,Other,
FS163,2016/17,Audited Outcome,Middle Income Range,Other,
FS163,2017/18,Audited Outcome,Middle Income Range,Other,
FS163,2018/19,Original Budget,Middle Income Range,Other,
FS163,2018/19,Adjusted Budget,Middle Income Range,Other,
FS163,2019/20,Budget Year,Middle Income Range,Other,
FS163,2020/21,Budget Year,Middle Income Range,Other,
FS163,2021/22,Budget Year,Middle Income Range,Other,
FS163,2015/16,Audited Outcome,Affordable Range,Property rates,307.5
FS163,2016/17,Audited Outcome,Affordable Range,Property rates,325.99
FS163,2017/18,Audited Outcome,Affordable Range,Property rates,284.86
FS163,2018/19,Original Budget,Affordable Range,Property rates,299.12
FS163,2018/19,Adjusted Budget,Affordable Range,Property rates,299.12
FS163,2019/20,Budget Year,Affordable Range,Property rates,314.08
FS163,2020/21,Budget Year,Affordable Range,Property rates,332.92
FS163,2021/22,Budget Year,Affordable Range,Property rates,352.9
FS163,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,
FS163,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,
FS163,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
FS163,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,
FS163,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,
FS163,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,
FS163,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,
FS163,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,
FS163,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,
FS163,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,
FS163,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,
FS163,2018/19,Original Budget,Affordable Range,Electricity: Consumption,
FS163,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,
FS163,2019/20,Budget Year,Affordable Range,Electricity: Consumption,
FS163,2020/21,Budget Year,Affordable Range,Electricity: Consumption,
FS163,2021/22,Budget Year,Affordable Range,Electricity: Consumption,
FS163,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,36.3
FS163,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,38.48
FS163,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,40.81
FS163,2018/19,Original Budget,Affordable Range,Water: Basic levy,42.85
FS163,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,42.85
FS163,2019/20,Budget Year,Affordable Range,Water: Basic levy,38.61
FS163,2020/21,Budget Year,Affordable Range,Water: Basic levy,40.54
FS163,2021/22,Budget Year,Affordable Range,Water: Basic levy,42.57
FS163,2015/16,Audited Outcome,Affordable Range,Water: Consumption,322.3
FS163,2016/17,Audited Outcome,Affordable Range,Water: Consumption,341.63
FS163,2017/18,Audited Outcome,Affordable Range,Water: Consumption,311.65
FS163,2018/19,Original Budget,Affordable Range,Water: Consumption,327.23
FS163,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,327.23
FS163,2019/20,Budget Year,Affordable Range,Water: Consumption,304.13
FS163,2020/21,Budget Year,Affordable Range,Water: Consumption,319.34
FS163,2021/22,Budget Year,Affordable Range,Water: Consumption,335.3
FS163,2015/16,Audited Outcome,Affordable Range,Sanitation,98.8
FS163,2016/17,Audited Outcome,Affordable Range,Sanitation,104.73
FS163,2017/18,Audited Outcome,Affordable Range,Sanitation,93.39
FS163,2018/19,Original Budget,Affordable Range,Sanitation,98.06
FS163,2018/19,Adjusted Budget,Affordable Range,Sanitation,98.06
FS163,2019/20,Budget Year,Affordable Range,Sanitation,105.04
FS163,2020/21,Budget Year,Affordable Range,Sanitation,110.29
FS163,2021/22,Budget Year,Affordable Range,Sanitation,115.81
FS163,2015/16,Audited Outcome,Affordable Range,Refuse removal,56.4
FS163,2016/17,Audited Outcome,Affordable Range,Refuse removal,59.78
FS163,2017/18,Audited Outcome,Affordable Range,Refuse removal,63.39
FS163,2018/19,Original Budget,Affordable Range,Refuse removal,66.56
FS163,2018/19,Adjusted Budget,Affordable Range,Refuse removal,66.56
FS163,2019/20,Budget Year,Affordable Range,Refuse removal,59.97
FS163,2020/21,Budget Year,Affordable Range,Refuse removal,62.97
FS163,2021/22,Budget Year,Affordable Range,Refuse removal,66.12
FS163,2015/16,Audited Outcome,Affordable Range,Other,
FS163,2016/17,Audited Outcome,Affordable Range,Other,
FS163,2017/18,Audited Outcome,Affordable Range,Other,
FS163,2018/19,Original Budget,Affordable Range,Other,
FS163,2018/19,Adjusted Budget,Affordable Range,Other,
FS163,2019/20,Budget Year,Affordable Range,Other,
FS163,2020/21,Budget Year,Affordable Range,Other,
FS163,2021/22,Budget Year,Affordable Range,Other,
FS163,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,184.5
FS163,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,195.58
FS163,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,167.36
FS163,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,175.77
FS163,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,175.77
FS163,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,184.56
FS163,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,195.63
FS163,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,207.37
FS163,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
FS163,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
FS163,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
FS163,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
FS163,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,
FS163,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,
FS163,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
