Geography,Financial Year,Budget Phase,Class,Total,Percent Increase
ETH,2015/16,Audited Outcome,Middle Income Range,2730.36,
ETH,2016/17,Audited Outcome,Middle Income Range,2962.56,8.5
ETH,2017/18,Audited Outcome,Middle Income Range,3119.89,5.31
ETH,2018/19,Original Budget,Middle Income Range,3578.69,14.71
ETH,2018/19,Adjusted Budget,Middle Income Range,3578.69,
ETH,2019/20,Budget Year,Middle Income Range,4012.04,12.11
ETH,2020/21,Budget Year,Middle Income Range,4477.79,11.61
ETH,2021/22,Budget Year,Middle Income Range,4893.01,9.27
ETH,2015/16,Audited Outcome,Affordable Range,1638.55,
ETH,2016/17,Audited Outcome,Affordable Range,1782.42,8.78
ETH,2017/18,Audited Outcome,Affordable Range,1721.03,-3.44
ETH,2018/19,Original Budget,Affordable Range,2098.16,21.91
ETH,2018/19,Adjusted Budget,Affordable Range,2098.16,
ETH,2019/20,Budget Year,Affordable Range,2351.07,12.05
ETH,2020/21,Budget Year,Affordable Range,2625.76,11.68
ETH,2021/22,Budget Year,Affordable Range,2884.77,9.86
ETH,2015/16,Audited Outcome,Indigent HH receiving FBS,867.31,
ETH,2016/17,Audited Outcome,Indigent HH receiving FBS,939.2,8.29
ETH,2017/18,Audited Outcome,Indigent HH receiving FBS,5355.01,470.17
ETH,2018/19,Original Budget,Indigent HH receiving FBS,1079.95,-79.83
ETH,2018/19,Adjusted Budget,Indigent HH receiving FBS,1079.95,
ETH,2019/20,Budget Year,Indigent HH receiving FBS,1209.93,12.04
ETH,2020/21,Budget Year,Indigent HH receiving FBS,1348.95,11.49
ETH,2021/22,Budget Year,Indigent HH receiving FBS,1469.93,8.97
KZN212,2015/16,Audited Outcome,Middle Income Range,6385.89,
KZN212,2016/17,Audited Outcome,Middle Income Range,6648.29,4.11
KZN212,2017/18,Audited Outcome,Middle Income Range,1285.45,-80.66
KZN212,2018/19,Original Budget,Middle Income Range,1333.22,3.72
KZN212,2018/19,Adjusted Budget,Middle Income Range,1333.22,
KZN212,2019/20,Budget Year,Middle Income Range,1405.47,5.42
KZN212,2020/21,Budget Year,Middle Income Range,1481.37,5.4
KZN212,2021/22,Budget Year,Middle Income Range,1561.36,5.4
KZN212,2015/16,Audited Outcome,Affordable Range,85.5,
KZN212,2016/17,Audited Outcome,Affordable Range,89.77,5.0
KZN212,2017/18,Audited Outcome,Affordable Range,94.26,5.0
KZN212,2018/19,Original Budget,Affordable Range,106.35,12.83
KZN212,2018/19,Adjusted Budget,Affordable Range,106.35,
KZN212,2019/20,Budget Year,Affordable Range,112.09,5.4
KZN212,2020/21,Budget Year,Affordable Range,118.15,5.4
KZN212,2021/22,Budget Year,Affordable Range,124.53,5.4
KZN212,2015/16,Audited Outcome,Indigent HH receiving FBS,2744.49,
KZN212,2016/17,Audited Outcome,Indigent HH receiving FBS,2881.71,5.0
KZN212,2017/18,Audited Outcome,Indigent HH receiving FBS,954.0,-66.89
KZN212,2018/19,Original Budget,Indigent HH receiving FBS,1001.77,5.01
KZN212,2018/19,Adjusted Budget,Indigent HH receiving FBS,1001.77,
KZN212,2019/20,Budget Year,Indigent HH receiving FBS,1055.87,5.4
KZN212,2020/21,Budget Year,Indigent HH receiving FBS,1112.88,5.4
KZN212,2021/22,Budget Year,Indigent HH receiving FBS,1172.98,5.4
KZN213,2015/16,Audited Outcome,Middle Income Range,,
KZN213,2016/17,Audited Outcome,Middle Income Range,,
KZN213,2017/18,Audited Outcome,Middle Income Range,,
KZN213,2018/19,Original Budget,Middle Income Range,,
KZN213,2018/19,Adjusted Budget,Middle Income Range,,
KZN213,2019/20,Budget Year,Middle Income Range,,
KZN213,2020/21,Budget Year,Middle Income Range,,
KZN213,2021/22,Budget Year,Middle Income Range,,
KZN213,2015/16,Audited Outcome,Affordable Range,,
KZN213,2016/17,Audited Outcome,Affordable Range,,
KZN213,2017/18,Audited Outcome,Affordable Range,,
KZN213,2018/19,Original Budget,Affordable Range,,
KZN213,2018/19,Adjusted Budget,Affordable Range,,
KZN213,2019/20,Budget Year,Affordable Range,,
KZN213,2020/21,Budget Year,Affordable Range,,
KZN213,2021/22,Budget Year,Affordable Range,,
KZN213,2015/16,Audited Outcome,Indigent HH receiving FBS,,
KZN213,2016/17,Audited Outcome,Indigent HH receiving FBS,,
KZN213,2017/18,Audited Outcome,Indigent HH receiving FBS,,
KZN213,2018/19,Original Budget,Indigent HH receiving FBS,,
KZN213,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
KZN213,2019/20,Budget Year,Indigent HH receiving FBS,,
KZN213,2020/21,Budget Year,Indigent HH receiving FBS,,
KZN213,2021/22,Budget Year,Indigent HH receiving FBS,,
KZN214,2015/16,Audited Outcome,Middle Income Range,,
KZN214,2016/17,Audited Outcome,Middle Income Range,,
KZN214,2017/18,Audited Outcome,Middle Income Range,,
KZN214,2018/19,Original Budget,Middle Income Range,52636.24,
KZN214,2018/19,Adjusted Budget,Middle Income Range,52636.24,
KZN214,2019/20,Budget Year,Middle Income Range,52636.24,
KZN214,2020/21,Budget Year,Middle Income Range,57699.37,9.62
KZN214,2021/22,Budget Year,Middle Income Range,63326.15,9.75
KZN214,2015/16,Audited Outcome,Affordable Range,,
KZN214,2016/17,Audited Outcome,Affordable Range,,
KZN214,2017/18,Audited Outcome,Affordable Range,,
KZN214,2018/19,Original Budget,Affordable Range,,
KZN214,2018/19,Adjusted Budget,Affordable Range,,
KZN214,2019/20,Budget Year,Affordable Range,13226.04,
KZN214,2020/21,Budget Year,Affordable Range,14470.65,9.41
KZN214,2021/22,Budget Year,Affordable Range,15851.8,9.54
KZN214,2015/16,Audited Outcome,Indigent HH receiving FBS,,
KZN214,2016/17,Audited Outcome,Indigent HH receiving FBS,,
KZN214,2017/18,Audited Outcome,Indigent HH receiving FBS,,
KZN214,2018/19,Original Budget,Indigent HH receiving FBS,13328.28,
KZN214,2018/19,Adjusted Budget,Indigent HH receiving FBS,13328.28,
KZN214,2019/20,Budget Year,Indigent HH receiving FBS,13328.28,
KZN214,2020/21,Budget Year,Indigent HH receiving FBS,13328.28,
KZN214,2021/22,Budget Year,Indigent HH receiving FBS,13328.28,
KZN216,2015/16,Audited Outcome,Middle Income Range,,
KZN216,2016/17,Audited Outcome,Middle Income Range,23994456.33,
KZN216,2017/18,Audited Outcome,Middle Income Range,24834262.3,3.5
KZN216,2018/19,Original Budget,Middle Income Range,24834262.3,
KZN216,2018/19,Adjusted Budget,Middle Income Range,24834262.3,
KZN216,2019/20,Budget Year,Middle Income Range,26678761.02,15656549794.3
KZN216,2020/21,Budget Year,Middle Income Range,28146093.63,5.5
KZN216,2021/22,Budget Year,Middle Income Range,29834859.25,6.0
KZN216,2015/16,Audited Outcome,Affordable Range,,
KZN216,2016/17,Audited Outcome,Affordable Range,,
KZN216,2017/18,Audited Outcome,Affordable Range,,
KZN216,2018/19,Original Budget,Affordable Range,,
KZN216,2018/19,Adjusted Budget,Affordable Range,,
KZN216,2019/20,Budget Year,Affordable Range,,
KZN216,2020/21,Budget Year,Affordable Range,,
KZN216,2021/22,Budget Year,Affordable Range,,
KZN216,2015/16,Audited Outcome,Indigent HH receiving FBS,,
KZN216,2016/17,Audited Outcome,Indigent HH receiving FBS,,
KZN216,2017/18,Audited Outcome,Indigent HH receiving FBS,,
KZN216,2018/19,Original Budget,Indigent HH receiving FBS,,
KZN216,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
KZN216,2019/20,Budget Year,Indigent HH receiving FBS,,
KZN216,2020/21,Budget Year,Indigent HH receiving FBS,,
KZN216,2021/22,Budget Year,Indigent HH receiving FBS,,
DC21,2015/16,Audited Outcome,Middle Income Range,852.16,
DC21,2016/17,Audited Outcome,Middle Income Range,900.74,5.7
DC21,2017/18,Audited Outcome,Middle Income Range,963.78,7.0
DC21,2018/19,Original Budget,Middle Income Range,1012.26,5.03
DC21,2018/19,Adjusted Budget,Middle Income Range,1012.26,
DC21,2019/20,Budget Year,Middle Income Range,1194.47,18.0
DC21,2020/21,Budget Year,Middle Income Range,1254.19,5.0
DC21,2021/22,Budget Year,Middle Income Range,1316.9,5.0
DC21,2015/16,Audited Outcome,Affordable Range,781.02,
DC21,2016/17,Audited Outcome,Affordable Range,900.74,15.33
DC21,2017/18,Audited Outcome,Affordable Range,781.02,-13.29
DC21,2018/19,Original Budget,Affordable Range,820.31,5.03
DC21,2018/19,Adjusted Budget,Affordable Range,820.31,
DC21,2019/20,Budget Year,Affordable Range,967.97,18.0
DC21,2020/21,Budget Year,Affordable Range,1016.36,5.0
DC21,2021/22,Budget Year,Affordable Range,1067.18,5.0
DC21,2015/16,Audited Outcome,Indigent HH receiving FBS,652.96,
DC21,2016/17,Audited Outcome,Indigent HH receiving FBS,900.74,37.95
DC21,2017/18,Audited Outcome,Indigent HH receiving FBS,781.02,-13.29
DC21,2018/19,Original Budget,Indigent HH receiving FBS,820.31,5.03
DC21,2018/19,Adjusted Budget,Indigent HH receiving FBS,820.31,
DC21,2019/20,Budget Year,Indigent HH receiving FBS,,-100.0
DC21,2020/21,Budget Year,Indigent HH receiving FBS,,
DC21,2021/22,Budget Year,Indigent HH receiving FBS,,
KZN221,2015/16,Audited Outcome,Middle Income Range,619.04,
KZN221,2016/17,Audited Outcome,Middle Income Range,656.18,6.0
KZN221,2017/18,Audited Outcome,Middle Income Range,1374.53,109.47
KZN221,2018/19,Original Budget,Middle Income Range,1457.0,6.0
KZN221,2018/19,Adjusted Budget,Middle Income Range,1457.0,
KZN221,2019/20,Budget Year,Middle Income Range,1544.42,6.0
KZN221,2020/21,Budget Year,Middle Income Range,1637.09,6.0
KZN221,2021/22,Budget Year,Middle Income Range,1735.31,6.0
KZN221,2015/16,Audited Outcome,Affordable Range,188.37,
KZN221,2016/17,Audited Outcome,Affordable Range,199.67,6.0
KZN221,2017/18,Audited Outcome,Affordable Range,568.58,184.75
KZN221,2018/19,Original Budget,Affordable Range,577.1,1.5
KZN221,2018/19,Adjusted Budget,Affordable Range,577.1,
KZN221,2019/20,Budget Year,Affordable Range,611.72,6.0
KZN221,2020/21,Budget Year,Affordable Range,648.42,6.0
KZN221,2021/22,Budget Year,Affordable Range,687.33,6.0
KZN221,2015/16,Audited Outcome,Indigent HH receiving FBS,237.86,
KZN221,2016/17,Audited Outcome,Indigent HH receiving FBS,252.14,6.0
KZN221,2017/18,Audited Outcome,Indigent HH receiving FBS,119.76,-52.5
KZN221,2018/19,Original Budget,Indigent HH receiving FBS,126.95,6.0
KZN221,2018/19,Adjusted Budget,Indigent HH receiving FBS,126.95,
KZN221,2019/20,Budget Year,Indigent HH receiving FBS,134.57,6.01
KZN221,2020/21,Budget Year,Indigent HH receiving FBS,142.64,6.0
KZN221,2021/22,Budget Year,Indigent HH receiving FBS,151.2,6.0
KZN222,2015/16,Audited Outcome,Middle Income Range,8378.68,
KZN222,2016/17,Audited Outcome,Middle Income Range,6457.57,-22.93
KZN222,2017/18,Audited Outcome,Middle Income Range,6743.98,4.44
KZN222,2018/19,Original Budget,Middle Income Range,7140.27,5.88
KZN222,2018/19,Adjusted Budget,Middle Income Range,7140.27,
KZN222,2019/20,Budget Year,Middle Income Range,7511.56,5.2
KZN222,2020/21,Budget Year,Middle Income Range,7917.19,5.4
KZN222,2021/22,Budget Year,Middle Income Range,8352.63,5.5
KZN222,2015/16,Audited Outcome,Affordable Range,6686.94,
KZN222,2016/17,Audited Outcome,Affordable Range,6940.18,3.79
KZN222,2017/18,Audited Outcome,Affordable Range,8378.68,20.73
KZN222,2018/19,Original Budget,Affordable Range,4385.07,-47.66
KZN222,2018/19,Adjusted Budget,Affordable Range,4385.07,
KZN222,2019/20,Budget Year,Affordable Range,4613.09,5.2
KZN222,2020/21,Budget Year,Affordable Range,4862.15,5.4
KZN222,2021/22,Budget Year,Affordable Range,5129.56,5.5
KZN222,2015/16,Audited Outcome,Indigent HH receiving FBS,4141.27,
KZN222,2016/17,Audited Outcome,Indigent HH receiving FBS,4409.32,6.47
KZN222,2017/18,Audited Outcome,Indigent HH receiving FBS,4122.65,-6.5
KZN222,2018/19,Original Budget,Indigent HH receiving FBS,4385.07,6.37
KZN222,2018/19,Adjusted Budget,Indigent HH receiving FBS,4385.07,
KZN222,2019/20,Budget Year,Indigent HH receiving FBS,4613.09,5.2
KZN222,2020/21,Budget Year,Indigent HH receiving FBS,4862.2,5.4
KZN222,2021/22,Budget Year,Indigent HH receiving FBS,5129.62,5.5
KZN223,2015/16,Audited Outcome,Middle Income Range,,
KZN223,2016/17,Audited Outcome,Middle Income Range,,
KZN223,2017/18,Audited Outcome,Middle Income Range,,
KZN223,2018/19,Original Budget,Middle Income Range,,
KZN223,2018/19,Adjusted Budget,Middle Income Range,,
KZN223,2019/20,Budget Year,Middle Income Range,,
KZN223,2020/21,Budget Year,Middle Income Range,,
KZN223,2021/22,Budget Year,Middle Income Range,,
KZN223,2015/16,Audited Outcome,Affordable Range,,
KZN223,2016/17,Audited Outcome,Affordable Range,,
KZN223,2017/18,Audited Outcome,Affordable Range,,
KZN223,2018/19,Original Budget,Affordable Range,,
KZN223,2018/19,Adjusted Budget,Affordable Range,,
KZN223,2019/20,Budget Year,Affordable Range,,
KZN223,2020/21,Budget Year,Affordable Range,,
KZN223,2021/22,Budget Year,Affordable Range,,
KZN223,2015/16,Audited Outcome,Indigent HH receiving FBS,,
KZN223,2016/17,Audited Outcome,Indigent HH receiving FBS,,
KZN223,2017/18,Audited Outcome,Indigent HH receiving FBS,,
KZN223,2018/19,Original Budget,Indigent HH receiving FBS,,
KZN223,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
KZN223,2019/20,Budget Year,Indigent HH receiving FBS,,
KZN223,2020/21,Budget Year,Indigent HH receiving FBS,,
KZN223,2021/22,Budget Year,Indigent HH receiving FBS,,
KZN224,2015/16,Audited Outcome,Middle Income Range,12.0,
KZN224,2016/17,Audited Outcome,Middle Income Range,12.0,
KZN224,2017/18,Audited Outcome,Middle Income Range,,-100.0
KZN224,2018/19,Original Budget,Middle Income Range,507855.23,
KZN224,2018/19,Adjusted Budget,Middle Income Range,507855.23,
KZN224,2019/20,Budget Year,Middle Income Range,529660.3,4.29
KZN224,2020/21,Budget Year,Middle Income Range,561439.91,6.0
KZN224,2021/22,Budget Year,Middle Income Range,595126.31,6.0
KZN224,2015/16,Audited Outcome,Affordable Range,4115344.0,
KZN224,2016/17,Audited Outcome,Affordable Range,4537898.0,10.27
KZN224,2017/18,Audited Outcome,Affordable Range,4760861.0,4.91
KZN224,2018/19,Original Budget,Affordable Range,5247681.07,10.23
KZN224,2018/19,Adjusted Budget,Affordable Range,5247681.07,
KZN224,2019/20,Budget Year,Affordable Range,6683474.77,27.36
KZN224,2020/21,Budget Year,Affordable Range,7084483.72,6.0
KZN224,2021/22,Budget Year,Affordable Range,7509552.16,6.0
KZN224,2015/16,Audited Outcome,Indigent HH receiving FBS,80691.0,
KZN224,2016/17,Audited Outcome,Indigent HH receiving FBS,84128.0,4.26
KZN224,2017/18,Audited Outcome,Indigent HH receiving FBS,102396.0,21.71
KZN224,2018/19,Original Budget,Indigent HH receiving FBS,93364.27,-8.82
KZN224,2018/19,Adjusted Budget,Indigent HH receiving FBS,93364.27,
KZN224,2019/20,Budget Year,Indigent HH receiving FBS,108915.77,16.66
KZN224,2020/21,Budget Year,Indigent HH receiving FBS,113290.72,4.02
KZN224,2021/22,Budget Year,Indigent HH receiving FBS,117928.16,4.09
KZN225,2015/16,Audited Outcome,Middle Income Range,1856.17,
KZN225,2016/17,Audited Outcome,Middle Income Range,2175.33,17.19
KZN225,2017/18,Audited Outcome,Middle Income Range,2308.28,6.11
KZN225,2018/19,Original Budget,Middle Income Range,2416.41,4.68
KZN225,2018/19,Adjusted Budget,Middle Income Range,2489.95,3.04
KZN225,2019/20,Budget Year,Middle Income Range,2683.68,8.19
KZN225,2020/21,Budget Year,Middle Income Range,2904.15,8.22
KZN225,2021/22,Budget Year,Middle Income Range,3143.48,8.24
KZN225,2015/16,Audited Outcome,Affordable Range,1243.2,
KZN225,2016/17,Audited Outcome,Affordable Range,1452.7,16.85
KZN225,2017/18,Audited Outcome,Affordable Range,1550.65,6.74
KZN225,2018/19,Original Budget,Affordable Range,1618.03,4.35
KZN225,2018/19,Adjusted Budget,Affordable Range,1618.03,
KZN225,2019/20,Budget Year,Affordable Range,1747.25,7.99
KZN225,2020/21,Budget Year,Affordable Range,1887.27,8.01
KZN225,2021/22,Budget Year,Affordable Range,2039.04,8.04
KZN225,2015/16,Audited Outcome,Indigent HH receiving FBS,682.75,
KZN225,2016/17,Audited Outcome,Indigent HH receiving FBS,732.62,7.3
KZN225,2017/18,Audited Outcome,Indigent HH receiving FBS,787.38,7.47
KZN225,2018/19,Original Budget,Indigent HH receiving FBS,860.9,9.34
KZN225,2018/19,Adjusted Budget,Indigent HH receiving FBS,860.9,
KZN225,2019/20,Budget Year,Indigent HH receiving FBS,934.99,8.61
KZN225,2020/21,Budget Year,Indigent HH receiving FBS,1015.67,8.63
KZN225,2021/22,Budget Year,Indigent HH receiving FBS,1103.52,8.65
KZN227,2015/16,Audited Outcome,Middle Income Range,330.25,
KZN227,2016/17,Audited Outcome,Middle Income Range,329.45,-0.24
KZN227,2017/18,Audited Outcome,Middle Income Range,363.94,10.47
KZN227,2018/19,Original Budget,Middle Income Range,366.51,0.71
KZN227,2018/19,Adjusted Budget,Middle Income Range,366.51,
KZN227,2019/20,Budget Year,Middle Income Range,369.07,0.7
KZN227,2020/21,Budget Year,Middle Income Range,391.22,6.0
KZN227,2021/22,Budget Year,Middle Income Range,414.69,6.0
KZN227,2015/16,Audited Outcome,Affordable Range,404.03,
KZN227,2016/17,Audited Outcome,Affordable Range,241.37,-40.26
KZN227,2017/18,Audited Outcome,Affordable Range,251.4,4.16
KZN227,2018/19,Original Budget,Affordable Range,412.91,64.24
KZN227,2018/19,Adjusted Budget,Affordable Range,412.91,
KZN227,2019/20,Budget Year,Affordable Range,422.9,2.42
KZN227,2020/21,Budget Year,Affordable Range,448.28,6.0
KZN227,2021/22,Budget Year,Affordable Range,475.17,6.0
KZN227,2015/16,Audited Outcome,Indigent HH receiving FBS,,
KZN227,2016/17,Audited Outcome,Indigent HH receiving FBS,,
KZN227,2017/18,Audited Outcome,Indigent HH receiving FBS,,
KZN227,2018/19,Original Budget,Indigent HH receiving FBS,,
KZN227,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
KZN227,2019/20,Budget Year,Indigent HH receiving FBS,,
KZN227,2020/21,Budget Year,Indigent HH receiving FBS,,
KZN227,2021/22,Budget Year,Indigent HH receiving FBS,,
DC22,2015/16,Audited Outcome,Middle Income Range,,
DC22,2016/17,Audited Outcome,Middle Income Range,,
DC22,2017/18,Audited Outcome,Middle Income Range,,
DC22,2018/19,Original Budget,Middle Income Range,,
DC22,2018/19,Adjusted Budget,Middle Income Range,,
DC22,2019/20,Budget Year,Middle Income Range,,
DC22,2020/21,Budget Year,Middle Income Range,,
DC22,2021/22,Budget Year,Middle Income Range,,
DC22,2015/16,Audited Outcome,Affordable Range,,
DC22,2016/17,Audited Outcome,Affordable Range,,
DC22,2017/18,Audited Outcome,Affordable Range,,
DC22,2018/19,Original Budget,Affordable Range,,
DC22,2018/19,Adjusted Budget,Affordable Range,,
DC22,2019/20,Budget Year,Affordable Range,,
DC22,2020/21,Budget Year,Affordable Range,,
DC22,2021/22,Budget Year,Affordable Range,,
DC22,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC22,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC22,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC22,2018/19,Original Budget,Indigent HH receiving FBS,,
DC22,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC22,2019/20,Budget Year,Indigent HH receiving FBS,,
DC22,2020/21,Budget Year,Indigent HH receiving FBS,,
DC22,2021/22,Budget Year,Indigent HH receiving FBS,,
KZN235,2015/16,Audited Outcome,Middle Income Range,462.03,
KZN235,2016/17,Audited Outcome,Middle Income Range,487.55,5.52
KZN235,2017/18,Audited Outcome,Middle Income Range,103.41,-78.79
KZN235,2018/19,Original Budget,Middle Income Range,108.79,5.2
KZN235,2018/19,Adjusted Budget,Middle Income Range,108.79,
KZN235,2019/20,Budget Year,Middle Income Range,114.44,5.2
KZN235,2020/21,Budget Year,Middle Income Range,120.62,5.4
KZN235,2021/22,Budget Year,Middle Income Range,127.14,5.4
KZN235,2015/16,Audited Outcome,Affordable Range,338.7,
KZN235,2016/17,Audited Outcome,Affordable Range,357.55,5.57
KZN235,2017/18,Audited Outcome,Affordable Range,103.41,-71.08
KZN235,2018/19,Original Budget,Affordable Range,108.79,5.2
KZN235,2018/19,Adjusted Budget,Affordable Range,108.79,
KZN235,2019/20,Budget Year,Affordable Range,114.44,5.2
KZN235,2020/21,Budget Year,Affordable Range,120.62,5.4
KZN235,2021/22,Budget Year,Affordable Range,127.14,5.4
KZN235,2015/16,Audited Outcome,Indigent HH receiving FBS,215.36,
KZN235,2016/17,Audited Outcome,Indigent HH receiving FBS,227.55,5.66
KZN235,2017/18,Audited Outcome,Indigent HH receiving FBS,103.41,-54.56
KZN235,2018/19,Original Budget,Indigent HH receiving FBS,108.79,5.2
KZN235,2018/19,Adjusted Budget,Indigent HH receiving FBS,108.79,
KZN235,2019/20,Budget Year,Indigent HH receiving FBS,114.44,5.2
KZN235,2020/21,Budget Year,Indigent HH receiving FBS,120.62,5.4
